Sentiment,Transcript
,"They had personally raped, cut off ears, cut off heads, taped wires from portable telephones to human genitals and turned up the power, cut off limbs, blown up bodies, randomly shot at civilians, razed villages in a fashion reminiscent of Genghis Khan, shot cattle and dogs for fun, poisoned food stocks, and generally ravaged the countryside of South Vietnam."
,"Having a home means keeping my family together. For my wife and me, it means everything because I worked for it. We felt secure. We had a sense of owning something, having a part of the American Dream. Our home meant everything to us. It was our savings. It was our children's future. Millions of homeowners losing their property, their marriages destroyed, breaking families. Enough is enough. I support Bernie Sanders' campaign because, well, not only me, but other people like me have lost their property. I believe in Bernie Sanders because he believes in us. I'm Bernie Sanders and I approve this message. ///// (partially ES) Pues, el tener un hogar es para mantener mi familia unida. Y para mi esposa y yo, pues, es todo porque he trabajado para eso. We had a sense of owning something, having a part of the American Dream. Our home meant everything to us. It was our savings. It was our children's future. Millions of homeowners losing their property, their marriages destroyed, breaking families. Enough is enough. Yo estoy apoyando a la campaña de Bernie Sanders porque, pues, como no solo yo, sino que mas personas como yo hemos perdido las propriedades. I believe in Bernie Sanders because he believes in us. Soy Bernie Sanders y apruebo este mensaje. partial / EN only"
,"I'm Willie Wilson, candidate for President, and I approved this message. From sharecropper to multi-millionaire, Willie Wilson wants to eliminate student loan debt because everyone deserves a chance to succeed. Vote Willie Wilson in the Democratic primary February 27th."
,"I'm Willie Wilson, candidate for President, and I approved this message. Misdemeanor drug charges have left prisons overcrowded. Willie Wilson's solution. Legalize marijuana and let non-violent drug offenders free. Vote Willie Wilson in the Democratic primary February 27th."
,"I have battled breast cancer. I have buried a child. I have read my bible. I know the value of life. Every person has God-given gifts. All of us actually have far more potential than we realize. We will win this fight, but it is a fight. And so we need a fearless fighter in the White House. Not just to win this election, but to restore the character of our nation. Join with me. Fight with me. Vote for me. It's time to take our country back. I'm Carly Fiorina and I approved this message."
,"A broken immigration system. Porous borders. Attacks here at home. Marco Rubio's plan. Ignore sanctuary cities and work with liberals like Chuck Schumer to push for amnesty for those that have already broken our laws. And to top it off, allow illegal immigrants to have in-state tuition at our nation's top colleges. Criminals get a pretty sweet deal under Marco Rubio's plan, so if he has his way, why would they ever stop? Stand For Truth, Inc. is responsible for the content of this advertising."
,"I support Bernie Sanders because I think that his ideas are much more forward thinking and innovative than any of the other candidates. When Bernie Sanders is engaging with the Black Lives Matter movement, it's proof positive that he doesn't just give lip service to being supportive of issues that matter to people of color in this country. And when he is elected, we will see long-overdue changes to our criminal justice system that continues to criminalize people just for being black. I'm Bernie Sanders and I approved this message."
,"Marco Rubio and the D.C. establishment. It's a love story. At first, they didn't get along so well. But once Marco came to D.C., it turned out he was just like them. Their shared love for amnesty and bigger government grew like a beautiful flower in the White House rose garden. And now, they're doing whatever it takes to put their special guy in the White House. Because D.C. love is a love worth fighting for."
,"I'd like to talk about public land. There's a lot of discussion about the federal government transferring those lands to states, divesting of that land. Is that something you would support as President? I don't like the idea because I want to keep the lands. I don't know what the states going to do with them. I don't know what the states going to do with them."
,"85% of Nevada is owned and regulated by the federal government, and Donald Trump wants to keep big government in charge. That's ridiculous. You, the people of Nevada, not Washington bureaucrats, should be in charge of your own land. If you trust me with your vote, I will fight day and night to return full control of Nevada's lands to its rightful owners, its citizens. Count on it. I'm Ted Cruz and I approved this message."
,"My parents, they have a letter of deportation. I'm scared for them because they have the deportation. I'm scared they are going to be deported. Come here babe. I'm going to do everything I can so you don't have to be scared. And you don't have to worry about what happens to your mom, or your dad, or somebody else in your family. I feel really, really strongly, but you're being very brave. And you have to be brave for them too, because they want you to be happy, they want you to be successful, they don't want you to worry too much. Let me do the worrying. I'll do all the worrying, is that a deal? I'll do the worry, I'll do everything I can to help, OK? I'm Hillary Clinton and I approved this message."
,"If I'm elected President, we're gonna need a lot of ink. On my first day in office, I'll repeal every illegal executive order President Obama signed. Amnesty for illegal immigrants. Limits on religious freedom. Not when I'm president. I'll sign an order instructing the Justice Department to investigate Planned Parenthood for criminal violations. And I'll sign a law repealing Obamacare forever. I'm Ted Cruz and I approved this message. Can we get more ink in here?"
,"America can't afford four more years like the last eight. That's why I'm endorsing Marco Rubio for President. As the wife of a combat veteran, I know Marco will keep America safe. And as your governor, I trust Marco to bring a conscience to Republicans in Washington and rein in our out-of-control federal government. I'm Nikki Haley. I'm endorsing Marco because this election is about the future and the future is now. I'm Marco Rubio and I approved of this message."
,"You know, there's an old saying about South Carolina. We're always first in the things that are last and last in the things that are first. This economy is rigged. We can do better. And that's where Bernie comes in. Bernie is not in the pocket of Wall Street. We don't have to depend on the so-called Wall Street giants. Everybody knows the problem. Bernie wants to do something about it. He gets it. I mean, he really gets it. I'm Bernie Sanders and I approved this message."
,"Washington deals. It's why we have a nineteen trillion dollar debt. Some candidates have promised to cut more deals with the Democrats. Others already have. I won't. Washington deals are bankrupting our kids and grandkids. It has to stop. I've stood up to the Washington lobbyists, like when I took on the ethanol mandate in Iowa. They said it was political suicide. My opponents attacked me, promising more cronyism and more corporate wealth. I didn't back down and we won. As President, I will say no to amnesty, repeal Obamacare, abolish the IRS, and defend the Constitution. When Washington dealmakers push, I won't flinch. I will stand firm with the American people, whether Washington likes it or not. No wonder conservatives like Rush Limbaugh are saying there is no other choice for you in this campaign than Ted Cruz. This is the closest in our lifetimes we have ever been to Ronald Reagan. I'm Ted Cruz and I approved this message."
,She spent a lifetime making a difference for people. Winning health care for 8 million children. Benefits for families of reservists in the National Guard. Standing strong around the world for human rights and women's rights. Hillary Clinton. She'll raise the minimum wage. Take on the drug companies to lower the cost of prescription drugs. And give everyone the opportunity to go to college without going into debt. She'll get the job done for us. I'm Hillary Clinton and I approved this message.
,"I'm Ted Cruz and I approved this message. Marco went on Univision, in Spanish, and said he would not rescind President Obama's illegal executive amnesty on his first day in office. Ted Cruz has just been telling lies. And it's false. It's just not true. (But Daca, I think it is important; it can't be cancelled suddenly because there are already people who are benefitting from it.) Florida Senator Marco Rubio offered a measure of support for President Obama's first executive amnesty program, the deferred action for childhood arrivals, during a recent interview he conducted in Spanish with Univision's Jorge Ramos. You don't trust Marco Rubio? I don't trust him, not for a second. You don't give a speech in Spanish and tell everybody one thing, and then say ah, it's a translation thing. No, no. ///// (one sentence ES) Pero Daca, yo creo que, es importante, no puede, no se puede cancelar de un momento al otro porque ya hay personas que están beneficiando. (But Daca, I think it is important; it can't be cancelled from one moment to the next because there are already people who are benefitting from it.) partial / EN only"
,"Thinking about voting for Donald Trump? Think about this. First, liberal judges banned school prayer. Then they legalized abortion. They forced us to educate illegal aliens. Then, they took down the Ten Commandments and in one week upheld Obamacare, legalized gay marriage and gave the federal government power over our local zoning. And the left isn't finished yet. The courts are the battleground and Justice Scalia's death makes South Carolina's choice this week even more important because the next President could replace as many as four Justices. So who do you trust to make those picks? Donald Trump with his New York values? Or Ted Cruz, who won cases before the Supreme Court protecting gun rights, religious freedom and against the World Court. It's up to you this Saturday. This is it. This is our last chance. Ted Cruz for President. Now, before it's too late. Courageous Conservatives PAC paid for this ad and is solely responsible for its contents. Not authorized by any candidate or candidate committee. CourageousConservativesPAC.com."
,"Our Principles PAC paid for and is responsible for the content of this advertising. How much do we really know about Donald Trump? On health care. Everybody's got to be covered. Universal health care? I am going to take care of everybody. But who pays for it? The government's gonna pay for it. On President Obama's stimulus. I thought he did a great job tonight. This is a strong guy who really knows what he wants and this is what we need. On his political beliefs. In many cases, I probably identify more as a Democrat. Can we trust Donald Trump?"
,"I've spent my life fighting to enforce the rule of law, and keep Americans safe, and no one is stronger for American security than Marco Rubio. Destroy ISIS. Protect our borders from all threats. Marco Rubio will be a Commander-in-Chief who brings back American strength. I'm Trey Gowdy, that's why I support Marco Rubio, and that's why the Democrats fear Marco the most. I'm Marco Rubio and I approved of this message."
,"Jeb Bush is using scorched-earth attacks on fellow Republicans. Why? Bush can't defend liberal record, supporting Common Core and the Wall Street bailout. Bush can't defend his private sector experience, making millions from a company that promotes Obamacare. All Bush has is the past, so he attacks. Jeb Bush. Bad ideas. Not the answer for our future. Conservative Solutions PAC is responsible for the content of this advertising."
,"Praised as one of the best mayors in the United States who governed as a pragmatist. A practical and successful legislator. Bernie Sanders: he passed more roll-call votes of amendments in a Republican congress than any other member. Access to primary care for millions of Americans. He protected social security. Along with John McCain, he broke the gridlock to strengthen medical care for veterans. Bernie Sanders: a consistent and effective leader with principles, creating a future we can believe in. I'm Bernie Sanders and I approve this message. ///// Elogiado como uno de los mejores alcaldes de Estados Unidos quien gobernó como un pragmático. Un legislado práctico y exitoso. Bernie Sanders: pasó mas votaciones nominales de enmiendas en un congreso republicano que qualquier otro miembro. Acceso a cuidado primario para milliones de estadounidenses. Protegió el seguro social. Junto con John McCain rompió el estancamiento para fortalezer el cuidado médico de veteranos. Bernie Sanders: un líder consistente con principios y eficaz, creando un futuro en el cual creer. I'm Bernie Sanders and I approve this message. partial / EN only"
,"It's called a manipulated economy and this is how it works: the majority of new wealth flows to the richest one percent. It's a system sustained by corrupt politics, where Wall Street banks and multi-millionaires buy elections. My campaign is supported by more than three million small contributions: people like you who want to fight back. The truth is that you can't change a corrupt system while accepting corrupt money. I'm Bernie Sanders. I approve this message. Join us for real change. ///// Se le llama una economía manipulada y funciona así: la mayoría de la nueva riqueza fluye al uno por ciento más rico. Es un sistema sostenido por política corrupta, donde los bancos de Wall Street y los multi-millonarios compran las elecciones. Mi campaña es apoyada por más de tres millones de contribuciones pequeñas: gente como tú que quieren luchar en contra. La verdad es que, no se puede cambiar a un sistema corrupto aceptando dinero corrupto. I'm Bernie Sanders. I approve this message. Join us for real change. partial / EN only"
,"I am adamantly against illegal immigrants. I voted numerous times to build a barrier. We need to build a wall. They've basically just being given a chance to do whatever they want to. Many killings, murders, crime. People have to stop employing illegal immigrants. We need to keep illegals out. What's the difference between your idea and Donald Trump's idea on building a wall with Mexico. Well. We will make America great again. Yes we will."
,"I'm just so glad they're on the road with me, and in so many ways, this campaign is about them, about what kind of America they're going to inherit. It's amazing because I see so much of Marco in all of my kids. Daniella's passion. Amanda's very deep, loves to read books. And Anthony is the same way. And Dominick is just very charismatic, and I see so much of them in Marco. We are very blessed. Family is a gift. God has given us such a gift. I cannot be more thankful. I'm Marco Rubio and I approved of this message."
,"I'm Congressman Jim Bridenstine. As a combat veteran, I know we need a President who will lead. Border security is national security. And Marco Rubio's amnesty bill would have made this country less safe. Marco Rubio's attacks against Ted Cruz are flat-out false. Marco Rubio is trying to distract voters from his own Gang of 8 amnesty bill. Ted Cruz has proven he's willing to lead. He'll secure our border. He'll take the fight to the terrorists. And he'll keep our country safe. I'm Ted Cruz and I approved this message."
,"I'm Dr. James Dobson, speaking to you as a private citizen. My wife Shirley and I have joined thousands of conservative pastors and laymen in endorsing Senator Ted Cruz for President. For us, the sanctity of human life and traditional marriage are non-negotiable. Ted has been relentless in defending the institution of the family. After Donald Trump and Marco Rubio announced that they would accept the Supreme Court's ruling on gay marriage, we knew we could not support them. Our decision was confirmed when they opposed Senator Cruz efforts to defund Planned Parenthood. I know Ted. He's a Christian family man of the utmost integrity. His wife Heidi will be the very first pro-life First Lady. With Justice Scalia's death, we need a President who will defend the Constitution and nominate conservatives to the high court. His name is Ted Cruz. I'm Ted Cruz and I approved this message."
,"Justice Scalia's death reminds us the next President will pick as many as four Supreme Court justices and hundreds of other federal judges. Just who would Donald Trump pick? One person Trump suggested took Roy Moore off the Alabama Supreme Court for displaying the Ten Commandments. Another forced Indiana to fund Planned Parenthood. And one more, who threw out New Jersey's partial-birth abortion ban. Everything is on the line now. Our rights. Our freedoms. Our America. And the courts are the battleground. So who do you trust? Who do you trust to fill our federal courts? Donald Trump with his New York values? Or Ted Cruz, who won cases before the Supreme Court, protecting gun rights, religious freedom and against the world court. Saturday's our last chance, South Carolina. Don't blow it. Ted Cruz for President. Let's take our country back now before it's too late. Courageous Conservatives PAC paid for this ad and is solely responsible for its contents. Not authorized by any candidate or candidate committee. CourageousConservativesPAC.com."
,"Jeb Bush's super PAC continues to throw mud. This time about John Kasich. Newt Gingrich responded. Any suggestion that John Kasich is anti-defense is simply false. I served with him for 16 years and he consistently fought for a better, more effective military. Any ad attacking Kasich on defense should be pulled as false and misleading. New Day For America is responsible for the content of this advertising."
,"Caucus. Saturday morning, 11 a.m.. For Bernie Sanders. Got it."
,"February 20th, wake up early. Caucus, baby. Go back to bed. Good day."
,"This Saturday morning, skip the cartoons. Go caucus. Feel the Bern."
,"I'm Ted Cruz and I approved this message. When Marco Rubio ran for Senate, he promised. I will never support. Never have, and never will, support any effort to grant blanket legalization amnesty to folks who have entered or stayed in this country illegally. Then Rubio got to Washington and wrote the bill giving amnesty to illegals, using Obama's talking points to make his sales pitch. We know we have to deal with the 11 million people that are here illegally. We have to deal with the 11 million individuals who are here illegally. The bill that Senator Rubio put forward I think is a great place to start. You are giving legal status to people who have broken the law. They still have to qualify for it, meaning. Passing a background check. Passed a background check. Paying a penalty. Pay a fine. Paying taxes. Start paying taxes. It won't be a quick process. That is a long path. But it will be a fair process. But I do think it's fair. Marco Rubio burned us once. He shouldn't get the chance to sell us out again."
,"Marco Rubio says he has the best foreign policy experience of any candidate. Let's take a look. A freshman senator. One of many on the Foreign Relations Committee. But no major accomplishments. Way too often, Rubio didn't even show up. That's it. What other junior Senator had the same resume? And how did that foreign policy expert work out? Marco Rubio simply isn't ready for the biggest job in the world. Right To Rise USA is responsible for the content of this message."
,"Marco Rubio. Thin record. Clear priorities. He introduced a bill allowing bosses to deny birth control coverage to their employees. He repeatedly voted to defund Planned Parenthood, which provides vital health care to millions of Americans. Worse yet, Rubio not only opposes abortion, but goes further than most Republicans. He'd ban abortion, even in the case of rape and incest. He's shown his priorities. The question is, are they yours? NARAL Pro-Choice America is responsible for the content of this advertising."
,"Well I think Bush is probably the worst President in the history of the United States. It just seemed like she was gonna really look to impeach Bush and get him out of office, which personally I think would have been a wonderful thing. Impeaching him? He was basically a Democrat. Basically a Democrat."
,"Change does not roll in on the wheels of inevitability. Bernie Sanders. He was there when Dr. King marched on Washington. Unafraid to challenge the status quo to end racial profiling, take on police misconduct, and take down a system that profits from mass imprisonment. There is no President who will fight harder to end institutional racism. Education. Opportunity. Reform. Bernie. I'm Bernie Sanders and I approved this message."
,"I announce my candidacy for President of the United States. When we got into this and when you, when Marco got into this, you prayed about it. Marco prayed about it. So did I and we, we ultimately made a decision that this is something that Marco felt so passionate, you know, in, in wanting to do. I also felt that as his wife and as, as his partner, and feeling what he does feel for what, you know, what this country and the opportunity to give back, that it was important for us to do this. And I say this is us because we're a team. Being an American to me is a gift and it's one of the things that, one of the principles that I want to teach my kids. You know, my mom struggled a lot. It was very difficult for her when she became a single mom because she had to figure out how to put food on the table, how to make sure we had electricity. It was difficult. It makes everything so much harder. Marco's parents, they were amazing people. I mean, his mom is amazing. They came into the country, his mom being a maid and his father being a bartender, trying to raise four kids. That wasn't easy. Just seeing the impact that they made for their sacrifice of, of being able to give their kids education, a stable environment, a home. This country gives you a chance of being able to give your kids what you wouldn't be able to get in other, in other places. I'm just so glad they're on the road with me, and in so many ways, this campaign is about them, about what kind of America they're going to inherit. What kind of America your kids are going to inherit. And it always makes it better when they're with me so I thank. It's amazing because I see so much of Marco in all of my kids. You know, Daniella's passion. I mean, Marco, when he dives into something, when he wants to know about an issue, he, he's in, he just, he's going to know everything about it. Amanda's very deep, loves to read books. And Anthony is the same way. Such a good boy and Dominick is just very charismatic, and I think that, so many of my kids, I see so much of that in, in, so much of them in Marco. Family is a gift. God, I mean, God has given us such a gift. I cannot be more thankful."
,"Our job is not to divide. Our job is to bring people together. If we do not allow them to divide us up by race, by sexual orientation, by gender. By not allowing them to divide us up by whether or not we were born in America or whether we're immigrants. When we stand together as white and black and Hispanic and gay and straight and woman and man. When we stand together and demand that this country works for all of us rather than the few, we will transform America and that is what this campaign is about. It's bringing people together. Together."
,"Who is Jeb Bush relative to all the other quote-unquote conservatives? I am the most proven conservative with the most proven conservative record. I do believe that life begins at conception. My faith makes me believe that. As an NRA member for the past 15 years, the sound of our guns is the sound of freedom. I'm the most pro-life governor on this stage. I had one year when I signed six pro gun and hunting bills. That was a record for Florida. No one has that consistent, proven record."
,"She was gonna really look to impeach Bush and get him out of office, which personally I think would have been a wonderful thing. Impeaching him? The World Trade Center came down during the reign. He kept us safe? that's not safe."
,"I'm Ted Cruz and I approved this message. Between sips of wine and bites of salad, a Planned Parenthood doctor discusses getting money for tissue from aborted fetuses. Harvesting the organs of aborted fetuses for money. Planned Parenthood treats the unborn like another form of currency and yet some politicians still defend them. Planned Parenthood serves a good function. With the debt we have, should we even give them a penny? We have to look at the positive. Donald Trump is just plain wrong."
,"It's morning again in America. Today, more men and women are out of work than ever before in our nation's history. People paying more in taxes than they will for food, housing and clothing combined. Nearly 20 trillion dollars in national debt for the next generation. Double what it was just eight years ago. This afternoon, almost 6,000 men and women will be married. And with growing threats and growing government, they'll look forward with worry to the future. It's morning again in America, and under the leadership of Barack Obama and Hillary Clinton, our country is more vulnerable, divided and diminished than ever before. Why would we ever want four more years again of that?"
,"I'm Donald Trump and I approved this message. Jas Shaw was a seventeen year old football star who was gunned down just outside his home. His killer? An illegal immigrant gang member who just got out of prison. Jas' dad Jamiel is supporting Donald Trump for President because he knows he will end illegal immigration. Trump is the only one saying you're gonna be dealt with, we're gonna enforce that. We're gonna enforce that. That's a beautiful thing. I believe Donald Trump wants to make us great again and he loves America."
,"I'm Ted Cruz and I approved this message. Life. Marriage. Religious liberty. The 2nd Amendment. We're just one Supreme Court Justice away from losing them all. Would President Trump ban partial-birth abortions? Well look, I'm, I'm very pro-choice. But you would not ban it? No. Or ban partial-birth abortions. No. I would. I am, I am pro-choice in every respect. We cannot trust Donald Trump with these serious decisions."
,"John Kasich says he supports women and families. So why does he want to defund Planned Parenthood, cut programs that prevent infant mortality, and end important domestic violence prevention initiatives? Why would Kasich cut funding for lifesaving breast and cervical cancer screenings, and 50,000 tests that stop the spread of HIV and other diseases? All while 65% of Ohioans support funding for Planned Parenthood. Tell Governor Kasich his actions speak louder than words. It's time to stand up for women's health."
,"I'm Ted Cruz and I approved this message. I'm very capable of changing to anything I want to change to. That's for sure. Would President Trump ban partial-birth abortions? Well look, I am pro-choice in every respect. But you would not ban it? No. And Planned Parenthood? Planned Parenthood serves a good function. And Hillary Clinton? I think she does a good job and I like her. South Carolina cannot trust Donald Trump. I'm very capable of changing to anything I want to change to. Don't give him that chance."
,"I think track records are very important. Fiorina was HP CEO for six years. She has a track record for nothing else other than running this company. Fair enough. And she ran it aground. People spend a lot of time talking about their track record. Industry analysts broadly agree that Fiorina made some big mistakes in her corporate career. Track record of leadership is vital. She's fired more than 30,000 employees while gifting herself huge bonuses. Shareholder wealth was slashed in half. Track record. This is still her mess. Ten years later, a hundred thousand jobs have been lost. I think track records are very important."
,"What kind of man talks from both sides of his mouth on amnesty for illegals on national television and still denies it? Who took more than a million dollars in sweetheart loans from Wall Street banks, and fails to disclose them as required by law? Who runs a campaign accused of dirty tricks that tried to sabotage Ben Carson with false rumors? Ted Cruz, the worst kind of Washington insider who just can't be trusted."
,I will put my record up against anyone's defending the Second Amendment. I had an A+ rating with the National Rifle Association. I voted against the assault weapon ban. That has been and is my position. New Leadership for Ohio is responsible for the content of this message.
,"This ad is approved and paid for by Elect Henry Hewes 2016 Committee. My name is Henry Hewes and I'm a pro-life Democrat. In New York City where I come from, 67 percent of black babies are murdered by abortion. Where is Black Lives Matter? Where is Al Sharpton? Where are the churches? Where is Barack Obama? Where are Hillary Clinton and Bernie Sanders? Who speaks for these children? When one black baby is killed by an abortionist, it's a homicide. When 11 million black babies are lynched by Planned Parenthood, it's genocide."
,"This ad is approved and paid for by Elect Henry Hewes 2016 Committee. My name is Henry Hewes and I'm a pro-life Democrat. In New York City where I come from, 67 percent of black babies are murdered by abortion. Where is the Black Live movement? Where is Al Sharpton? Where are the churches? Where is Barack Obama? Where are Hillary Clinton and Bernie Sanders? Who speaks for these children? When one black baby is killed by an abortionist, it's a homicide. When 11 million black babies are lynched by Planned Parenthood, it's genocide."
,"Russ Feingold wants us to forget the 18 long years he spent in Washington. Why? Record national debt. Higher energy taxes. Bailouts. Robbing the Social Security trust fund to pay for more government spending. That's Russ Feingold's record. Russ Feingold. Too liberal, too Washington, too yesterday. Club for Growth Action is responsible for the content of this advertising."
,"I don't think the Clintons should be above the law. I don't think convenience should trump national security. The only way we get to the truth is by an independent investigation. This is a a couple that have been raising money from foreign countries. To me, it seems to be deception. Some of these laws apply to some lower people but not to me, I'm Hillary Clinton. There is a period of time when she was traveling to Libya that we are concerned about her emails, and those aren't out there. So did she delete those? Trust me that I I am doing the right thing. I don't know, my sense of trust is a little bit lost. I oppose this abuse of power with every ounce of energy I have."
,"You know what? As it relates to my brother, there's one thing I know for sure. He kept us safe. Two million jobs gone in the past year. We are talking about this tremendous toll in human cost this storm has taken. The number that no one wanted to reach in Iraq. 4,000 Americans dead. What we are seeing now is nothing less than the worst nightmare that one could imagine. He kept us safe."
,Dad. Hey. Hey bud. How are you? Good. How was your day? Good. Hey sweetheart. Hey. I'm starving. This smells delicious. How was your day? Our national security is not threatened by Iran having one nuclear weapon. Not threatened by Iran having one nuclear weapon.
,"Rand Paul supported Obama's negotiations with Iran. I'm kind of one of the senators who's in favor of negotiations with Iran. This is where I differ from some Republicans. I still am in favor of continued negotiation. Obama made a deal with big consequences. Sanctions erased. More money for terrorism. Iran's nuclear program remains. Just years from a bomb. So tell Rand Paul he was wrong to trust Obama, because we can't afford the consequences of this deadly deal."
,"Rand Paul supported President Obama's negotiations with Iran. Well I'm I'm kind of one of the senators who's in favor of negotiations with Iran. I've been a big proponent of negotiation. Actions have consequences. Now Obama has made a nuclear deal with Iran, lifting the ballistic missile embargo and giving them a path to nuclear weapons. Call Rand Paul. Tell him to stop siding with Obama and to stand up to Iran."
,"We also need to invest in our public colleges and universities to make college more affordable for more families. And we need to make it possible for students to actually refinance their college debt and their college loans just like we made it possible for people to be able to refinance their their home mortgages. We should make income-based repayment plans the norm so that young people whose passion might be teaching, or nursing, or policing. To be able to follow their dreams, and also be able to pay their bills and start families."
,Radical Islam on the march. Americans killed. Iran on the nuclear threshold. And Obama is trying to cut a deal to let Iran keep its nuclear program. One Republican doesn't get it. Rand Paul. He supports Obama's appeasement of Iran. Our national security is not threatened by Iran having one nuclear weapon. Tell Rand Paul to stand up to Obama and Iran. Because even one Iranian bomb would be a disaster.
,Somebody called me on the phone. She said Reverend Thompson? I said yeah. She said there's shooting around the church and I just dropped the phone. All I was thinking in my mind was we need to make some changes. Hillary is really committed to making sure that the guns don't get into the wrong hands. And is standing with the President to get stronger gun laws so no family ever has to go through anything like this again. I'm Hillary Clinton and I approved this message.
,Damn it feels good to be a Clinton. Damn it feels good to be a Clinton. A shameless politician always plays her cards right. Got a crew for the fight on the airwaves. Lap dogs in the press keep their mouths tight. Cause a Clinton never needs to explain what. Why it is what they've done or with who. A real Clinton knows that they're entitled. And you don't get to know what they do. What difference does it make for a Clinton. What's loaded in some fat oppo file. A Clinton plays the victim for promotion. A Clinton kills it off with the smile. Damn it feels good to be a Clinton. A server full of secrets ain't no thing. Damn it feels good to be a Clinton. Nothing ever hits with a sting. Yeah.
,"People love me. Donald Trump. Look past the boasting, and you'll see right through him. He supported partial-birth abortions. His phony Trump University? Accused of Fraud. He tried to seize private property to line his own pockets. Four bankruptcies. And small businesses screwed over. Poll after poll shows him losing to Hillary Clinton. If Trump wins, conservatives lose. Right To Rise USA is responsible for the content of this message."
,"Well my father was a postman, that told me Johnny, you stand on your own two feet, you go out there and change the world. My parents were, were killed by a drunk driver, but my parents did not die in vain. I was transformed. I discovered my purpose by discovering the Lord. I believe the Lord put us on this earth to use the gifts that we've been given to bring about a healing and that's the motivation for me. I'm John Kasich and I approved this message."
,"The first hundred days. John Kasich will make them count. Cut taxes to create jobs, freeze regulations, enforce a balanced budget plan and secure the border. John Kasich always gets it done and leaves no one behind. No excuses, no surrender. If I get elected president, head out tomorrow and buy a seat belt, because there's going to be so much happening in the first hundred days, it's going to make your head spin and we're going to move America forward. America. Buckle. Up. John Kasich. I'm John Kasich and I approved this message."
,There's nothing conservative about proposing the largest tax hike in history. There's nothing conservative about supporting socialized single-payer health care. There's nothing conservative about abusing eminent domain for personal gain. There's nothing conservative about four bankruptcies. There's nothing conservative about giving money to the Clintons. There's nothing conservative about Donald Trump. Club for Growth Action is responsible for the content of this advertising.
,"Stand For Truth, Inc. is responsible for the content of this advertising. I really believe the Republicans are just too crazy right. I am pro-choice in every respect. I'm very pro-choice. I probably identify more as a Democrat. This is an un-Republican thing for me to say. Universal health care. I am going to take care of everybody. Who pays for it? The government's gonna pay for it. I think Hillary would do a good job. Hillary Clinton, I think, is a terrific woman. I think she does a good job and I like her."
,"Ted Cruz voted to undermine our national defense and weaken our ability to track terrorists. Marco Rubio is different. He knows how to keep us safe. When I'm President of the United States, we are going to win this war on ISIS. The most powerful intelligence agency in the world is going to tell us where they are. The most powerful military in the world is going to destroy them. And if we capture any of them alive, they are getting a one-way ticket to Guantanamo Bay, Cuba and we are going to find out everything they know. Conservative Solutions PAC is responsible for the content of this advertising."
,"Stagnant incomes. Prices rising, A weak economy. What's Bernie Sanders answer? A fifteen dollar minimum wage that hurts small businesses. Higher taxes on banks and corporations that will kill jobs across the country. And free college and health care for all. And just how would he pay for it? Just to be clear, you are going to raise taxes to do this? Yes, we will raise taxes. Yes we will. Future45 is responsible for the content of this advertising."
,"While some candidates suck up to Trump or run away from him in fear, Jeb Bush isn't afraid. That is downright wrong. He stands up to Trump for his liberal Democratic positions. Calls out Trump for insulting women, attacking the disabled, even trashing a decorated war hero. I like people that weren't captured. John McCain is an American hero. Jeb Bush. The better man, The real conservative. A Commander-in-Chief. Right To Rise USA is responsible for the content of this message."
,"Has anyone else here struggled with being lied to? Well, I voted for a guy who was a Tea Party hero on the campaign trail, and then he went to D.C. and played pattycake with Chuck Schumer, and cut a deal on amnesty. Does that make you angry? Angry? Makes me feel dumb for trusting him. Maybe you should vote for more than just a pretty face next time. Do you guys have room for one more? Come on in. Come on in. Come on in. You can have Frank's chair. I'm Ted Cruz and I approved this message."
,"I was raised by my father. My mother left my family when I was nine years old. Things really went from bad to worse for me. This isn't just about numbers. This is about real lives. This is a system that isn't working for the everyday person. It's one of the reasons why I decided to endorse Bernie Sanders. Nevadans are looking for people who are willing to think big, to be bold, and to fight for everyday people. And that's exactly what Bernie Sanders is doing. I'm Bernie Sanders, and I approved this message."
,"Ted Cruz talks tough on national security, but look at his record. Cruz voted with Bernie Sanders against defense spending. Cruz sided with Obama to weaken our ability to track terrorists. Cruz proposed mass legalization of illegal immigrants. He even praised the traitor Edward Snowden. Ted Cruz's talk is cheap. His national security record is weak. American Future Fund is responsible for the content of this advertising."
,"Hi, I'm Ava Tarkanian. My dad Danny Tarkanian is running for Congress. We need new people in Congress to pass good laws. Should our country spends so much money that we go further in debt? Right now America is so far in debt, our country will soon be in poverty. Think of my generation. Think about what you are doing to us. Come, join me and help my father get elected. Please go to tarkforcongress.com, and sign up to volunteer or donate to his campaign. This is Danny Tarkanian and I approved this message."
,"Now one of the reasons that I like Ted Cruz so much is that he's not controversial. But the truth is he shouldn't be controversial cause what he's doing is right. He took a stand recently and it was a brave stand. And had he really had a little backing, it might not have ended Obamacare, but you would have really gotten a big chunk out of it. And I just watched him. I watched what he was saying and I listened very carefully. And I don't understand the controversy. It's common sense. It's good government. It's so many good things. But he really is a special guy. He's now a very, very popular and important figure in all of our lives. So, with that I would like to introduce a very special guy, Senator Ted Cruz."
